Nombre de la Vista,Nombre del Campo,Tipo de Dato,Longitud Max,Permite Nulos,Posicion
KPI_Inf3_Monto_Pedidos,id_estado_orden,int,-,YES,7
KPI_Inf3_Monto_Pedidos,Estado_Orden_Detalle,varchar,21,NO,8
KPI_Inf3_Monto_Pedidos,fecha_pedido_completa,date,-,YES,9
KPI_Inf3_Monto_Pedidos,anio_pedido,int,-,YES,10
KPI_Inf3_Monto_Pedidos,mes_pedido_nro,int,-,YES,11
KPI_Inf3_Monto_Pedidos,mes_pedido_nombre,varchar,10,YES,12
KPI_Inf3_Monto_Pedidos,periodo_pedido,varchar,15,NO,13
KPI_Inf3_Monto_Pedidos,monto_total,decimal,-,YES,14
KPI_Inf3_Monto_Pedidos,monto_pagado,decimal,-,YES,15
KPI_Inf3_Monto_Pedidos,saldo_pendiente,decimal,-,YES,16
KPI_Inf3_Pct_Cobro_Inmediato,periodo_pedido,varchar,15,NO,1
KPI_Inf3_Pct_Cobro_Inmediato,anio_pedido,int,-,YES,2
KPI_Inf3_Pct_Cobro_Inmediato,mes_pedido_nro,int,-,YES,3
KPI_Inf3_Pct_Cobro_Inmediato,mes_pedido_nombre,varchar,10,YES,4
KPI_Inf3_Pct_Cobro_Inmediato,id_sucursal,int,-,YES,5
KPI_Inf3_Pct_Cobro_Inmediato,total_pedidos,int,-,YES,6
KPI_Inf3_Pct_Cobro_Inmediato,pedidos_cobrados,int,-,YES,7
KPI_Inf3_Pct_Cobro_Inmediato,pct_cobro_inmediato,numeric,-,YES,8
KPI_Inf3_Pct_Nivel_Abono,periodo_pedido,varchar,15,NO,1
KPI_Inf3_Pct_Nivel_Abono,anio_pedido,int,-,YES,2
KPI_Inf3_Pct_Nivel_Abono,mes_pedido_nro,int,-,YES,3
KPI_Inf3_Pct_Nivel_Abono,mes_pedido_nombre,varchar,10,YES,4
KPI_Inf3_Pct_Nivel_Abono,id_sucursal,int,-,YES,5
KPI_Inf3_Pct_Nivel_Abono,monto_total,decimal,-,YES,6
KPI_Inf3_Pct_Nivel_Abono,monto_pagado,decimal,-,YES,7
KPI_Inf3_Pct_Nivel_Abono,saldo_pendiente,decimal,-,YES,8
KPI_Inf3_Pct_Nivel_Abono,pct_nivel_abono,numeric,-,YES,9
KPI_Inf3_Pedidos_Liquidar,id_pedido,int,-,NO,1
KPI_Inf3_Pedidos_Liquidar,numero_pedido,nvarchar,50,YES,2
KPI_Inf3_Pedidos_Liquidar,id_sucursal,int,-,YES,3
KPI_Inf3_Pedidos_Liquidar,id_cliente,int,-,YES,4
KPI_Inf3_Pedidos_Liquidar,id_asesor,int,-,YES,5
KPI_Inf3_Pedidos_Liquidar,estado_pago_interno,nvarchar,50,YES,6
KPI_Inf3_Pedidos_Liquidar,fecha_pedido_completa,date,-,YES,7
KPI_Inf3_Pedidos_Liquidar,anio_pedido,int,-,YES,8
KPI_Inf3_Pedidos_Liquidar,mes_pedido_nro,int,-,YES,9
KPI_Inf3_Pedidos_Liquidar,mes_pedido_nombre,varchar,10,YES,10
KPI_Inf3_Pedidos_Liquidar,periodo_pedido,varchar,15,NO,11
KPI_Inf3_Pedidos_Liquidar,monto_total,decimal,-,YES,12
KPI_Inf3_Pedidos_Liquidar,monto_pagado,decimal,-,YES,13
KPI_Inf3_Pedidos_Liquidar,saldo_pendiente,decimal,-,YES,14
KPI_Inf3_Recaudado_Pedidos,id_pedido,int,-,NO,1
KPI_Inf3_Recaudado_Pedidos,numero_pedido,nvarchar,50,YES,2
KPI_Inf3_Recaudado_Pedidos,id_sucursal,int,-,YES,3
KPI_Inf3_Recaudado_Pedidos,id_cliente,int,-,YES,4
KPI_Inf3_Recaudado_Pedidos,id_asesor,int,-,YES,5
KPI_Inf3_Recaudado_Pedidos,estado_pago_interno,nvarchar,50,YES,6
KPI_Inf3_Recaudado_Pedidos,fecha_pedido_completa,date,-,YES,7
KPI_Inf3_Recaudado_Pedidos,anio_pedido,int,-,YES,8
KPI_Inf3_Recaudado_Pedidos,mes_pedido_nro,int,-,YES,9
KPI_Inf3_Recaudado_Pedidos,mes_pedido_nombre,varchar,10,YES,10
KPI_Inf3_Recaudado_Pedidos,periodo_pedido,varchar,15,NO,11
KPI_Inf3_Recaudado_Pedidos,monto_total,decimal,-,YES,12
KPI_Inf3_Recaudado_Pedidos,monto_pagado,decimal,-,YES,13
KPI_Inf3_Recaudado_Pedidos,saldo_pendiente,decimal,-,YES,14
KPI_Inf3_Saldo_Pendiente,id_pedido,int,-,NO,1
KPI_Inf3_Saldo_Pendiente,numero_pedido,nvarchar,50,YES,2
KPI_Inf3_Saldo_Pendiente,id_sucursal,int,-,YES,3
KPI_Inf3_Saldo_Pendiente,id_cliente,int,-,YES,4
KPI_Inf3_Saldo_Pendiente,id_asesor,int,-,YES,5
KPI_Inf3_Saldo_Pendiente,estado_pago_interno,nvarchar,50,YES,6
KPI_Inf3_Saldo_Pendiente,fecha_pedido_completa,date,-,YES,7
KPI_Inf3_Saldo_Pendiente,anio_pedido,int,-,YES,8
KPI_Inf3_Saldo_Pendiente,mes_pedido_nro,int,-,YES,9
KPI_Inf3_Saldo_Pendiente,mes_pedido_nombre,varchar,10,YES,10
KPI_Inf3_Saldo_Pendiente,periodo_pedido,varchar,15,NO,11
KPI_Inf3_Saldo_Pendiente,monto_total,decimal,-,YES,12
KPI_Inf3_Saldo_Pendiente,monto_pagado,decimal,-,YES,13
KPI_Inf3_Saldo_Pendiente,saldo_pendiente,decimal,-,YES,14
KPI_Inf4_Cantidad_Pedidos,id_pedido,int,-,NO,1
KPI_Inf4_Cantidad_Pedidos,id_sucursal,int,-,YES,2
KPI_Inf4_Cantidad_Pedidos,id_cliente,int,-,YES,3
KPI_Inf4_Cantidad_Pedidos,id_asesor,int,-,YES,4
KPI_Inf4_Cantidad_Pedidos,fecha_pedido_completa,date,-,YES,5
KPI_Inf4_Cantidad_Pedidos,anio_pedido,int,-,YES,6
KPI_Inf4_Cantidad_Pedidos,mes_pedido_nro,int,-,YES,7
KPI_Inf4_Cantidad_Pedidos,mes_pedido_nombre,varchar,10,YES,8
KPI_Inf4_Cantidad_Pedidos,periodo_pedido,varchar,15,NO,9
KPI_Inf4_Pct_Cierre_General,periodo,varchar,15,NO,1
KPI_Inf4_Pct_Cierre_General,anio,int,-,YES,2
KPI_Inf4_Pct_Cierre_General,mes_nro,int,-,YES,3
KPI_Inf4_Pct_Cierre_General,mes_nombre,varchar,10,YES,4
KPI_Inf4_Pct_Cierre_General,id_sucursal,int,-,YES,5
KPI_Inf4_Pct_Cierre_General,cantidad_pedidos,int,-,YES,6
KPI_Inf4_Pct_Cierre_General,total_examenes,int,-,NO,7
KPI_Inf4_Pct_Cierre_General,pct_cierre_general,numeric,-,YES,8
KPI_Inf4_Total_Examenes,id_examen,int,-,NO,1
KPI_Inf4_Total_Examenes,id_cliente,int,-,YES,2
KPI_Inf4_Total_Examenes,id_sucursal,int,-,YES,3
KPI_Inf4_Total_Examenes,id_optometrista,int,-,NO,4
KPI_Inf4_Total_Examenes,fecha_examen_completa,date,-,YES,5
KPI_Inf4_Total_Examenes,anio_examen,int,-,YES,6
KPI_Inf4_Total_Examenes,mes_examen_nro,int,-,YES,7
KPI_Inf4_Total_Examenes,mes_examen_nombre,varchar,10,YES,8
KPI_Inf4_Total_Examenes,periodo_examen,varchar,15,NO,9
KPI_Inf5_ASP,periodo_venta,varchar,15,NO,1
KPI_Inf5_ASP,anio_venta,int,-,YES,2
KPI_Inf5_ASP,mes_venta_nro,int,-,YES,3
KPI_Inf5_ASP,mes_venta_nombre,varchar,10,YES,4
KPI_Inf5_ASP,id_sucursal,int,-,YES,5
KPI_Inf5_ASP,venta_neta_producto,decimal,-,YES,6
KPI_Inf5_ASP,unidades_vendidas,decimal,-,NO,7
KPI_Inf5_ASP,asp,decimal,-,YES,8
KPI_Inf5_Capital_Invertido,id_producto,int,-,YES,1
KPI_Inf5_Capital_Invertido,id_sucursal,int,-,YES,2
KPI_Inf5_Capital_Invertido,cantidad_disponible,int,-,YES,3
KPI_Inf5_Capital_Invertido,estado_stock,varchar,14,NO,4
KPI_Inf5_Capital_Invertido,calidad_costo,varchar,18,NO,5
KPI_Inf5_Capital_Invertido,fecha_movimiento_stock,date,-,YES,6
KPI_Inf5_Capital_Invertido,costo_unitario,decimal,-,YES,7
KPI_Inf5_Capital_Invertido,valor_total_inventario,decimal,-,YES,8
KPI_Inf5_Stock_Fisico,id_producto,int,-,YES,1
KPI_Inf5_Stock_Fisico,id_sucursal,int,-,YES,2
KPI_Inf5_Stock_Fisico,cantidad_disponible,int,-,YES,3
KPI_Inf5_Stock_Fisico,estado_stock,varchar,14,NO,4
KPI_Inf5_Stock_Fisico,calidad_costo,varchar,18,NO,5
KPI_Inf5_Stock_Fisico,fecha_movimiento_stock,date,-,YES,6
KPI_Inf5_Stock_Fisico,costo_unitario,decimal,-,YES,7
KPI_Inf5_Stock_Fisico,valor_total_inventario,decimal,-,YES,8
KPI_Inf5_Stock_Fisico,nombre_producto,nvarchar,200,YES,9
KPI_Inf5_Stock_Fisico,Marca,nvarchar,150,YES,10
KPI_Inf5_Stock_Fisico,Categoria,nvarchar,150,YES,11
KPI_Inf5_Stock_Fisico,Categoria_Padre,nvarchar,150,YES,12
KPI_Inf5_Stock_Fisico,Segmento_Comercial,varchar,18,YES,13
KPI_Inf5_Stock_Fisico,Genero,nvarchar,50,YES,14
KPI_Inf5_Stock_Fisico,Material,nvarchar,100,YES,15
KPI_Inf5_Stock_Fisico,Tipo_Montura,nvarchar,100,YES,16
KPI_Inf5_Stock_Fisico,precio_venta,decimal,-,YES,17
KPI_Inf5_Unidades_Vendidas,id_factura,int,-,NO,1
KPI_Inf5_Unidades_Vendidas,id_linea,int,-,NO,2
KPI_Inf5_Unidades_Vendidas,id_producto,int,-,YES,3
KPI_Inf5_Unidades_Vendidas,id_sucursal,int,-,YES,4
KPI_Inf5_Unidades_Vendidas,fecha_factura,date,-,YES,5
KPI_Inf5_Unidades_Vendidas,anio_venta,int,-,YES,6
KPI_Inf5_Unidades_Vendidas,mes_venta_nro,int,-,YES,7
KPI_Inf5_Unidades_Vendidas,mes_venta_nombre,varchar,10,YES,8
KPI_Inf5_Unidades_Vendidas,periodo_venta,varchar,15,NO,9
KPI_Inf5_Unidades_Vendidas,cantidad,decimal,-,YES,10
KPI_Inf5_Unidades_Vendidas,precio_lista_unitario,decimal,-,YES,11
KPI_Inf5_Unidades_Vendidas,monto_final_transaccional,decimal,-,YES,12
KPI_Inf5_UPT,periodo_venta,varchar,15,NO,1
KPI_Inf5_UPT,anio_venta,int,-,YES,2
KPI_Inf5_UPT,mes_venta_nro,int,-,YES,3
KPI_Inf5_UPT,mes_venta_nombre,varchar,10,YES,4
KPI_Inf5_UPT,id_sucursal,int,-,YES,5
KPI_Inf5_UPT,unidades_vendidas,decimal,-,YES,6
KPI_Inf5_UPT,cantidad_facturas,int,-,NO,7
KPI_Inf5_UPT,upt,numeric,-,YES,8
KPI_Inf5_Volumen_Unidades,id_factura,int,-,NO,1
KPI_Inf5_Volumen_Unidades,id_linea,int,-,NO,2
KPI_Inf5_Volumen_Unidades,id_producto,int,-,YES,3
KPI_Inf5_Volumen_Unidades,id_sucursal,int,-,YES,4
KPI_Inf5_Volumen_Unidades,nombre_producto,nvarchar,200,YES,5
KPI_Inf5_Volumen_Unidades,id_categoria,int,-,YES,6
KPI_Inf5_Volumen_Unidades,nombre_categoria,nvarchar,150,YES,7
KPI_Inf5_Volumen_Unidades,cantidad,decimal,-,YES,8
KPI_Inf5_Volumen_Unidades,fecha_factura,date,-,YES,9
KPI_Inf5_Volumen_Unidades,anio_venta,int,-,YES,10
KPI_Inf5_Volumen_Unidades,mes_venta_nro,int,-,YES,11
KPI_Inf5_Volumen_Unidades,mes_venta_nombre,varchar,10,YES,12
KPI_Inf5_Volumen_Unidades,periodo_venta,varchar,15,NO,13
KPI_Inf5_Volumen_Unidades,monto_final_transaccional,decimal,-,YES,14
Vista_Notificacion_ETL,Fecha_Hora_Venezuela,datetime,-,YES,1
Vista_Notificacion_ETL,Notificacion_Texto,nvarchar,4000,YES,2
Vista_Notificacion_ETL,Estado_Salud,varchar,10,NO,3
Vista_Notificacion_ETL,modulos_completados,int,-,YES,4
Vista_Notificacion_ETL,modulos_en_proceso,int,-,YES,5
Vista_Notificacion_ETL,modulos_con_error,int,-,YES,6
Vw_RLS_Sucursales,id_usuario,int,-,NO,1
Vw_RLS_Sucursales,email,nvarchar,100,NO,2
Vw_RLS_Sucursales,nombre_rol,nvarchar,50,NO,3
Vw_RLS_Sucursales,id_sucursal,int,-,NO,4
Vw_RLS_Sucursales,nombre_sucursal,nvarchar,100,YES,5
Vw_Usuario_Accesos,id_usuario,int,-,NO,1
Vw_Usuario_Accesos,email,nvarchar,100,NO,2
Vw_Usuario_Accesos,nombre_completo,nvarchar,150,YES,3
Vw_Usuario_Accesos,password_hash,nvarchar,255,NO,4
Vw_Usuario_Accesos,esta_activo,bit,-,YES,5
Vw_Usuario_Accesos,nombre_rol,nvarchar,50,NO,6
Vw_Usuario_Accesos,nivel_jerarquico,int,-,YES,7
